Time (s),Ay (m/s²),Fᵧ (N),rᵧ (m)
12.819999694824219,-8.276571273803711,-0.9787062406539917,0.04600000008940697
12.829999923706055,-8.303916931152344,-0.9823217988014221,0.04600000008940697
12.84000015258789,-8.30424976348877,-0.9786834120750427,0.04600000008940697
12.850000381469727,-8.294468879699707,-0.9676884412765503,0.04600000008940697
12.859999656677246,-8.27490520477295,-0.9762312173843384,0.04600000008940697
12.869999885559082,-8.259051322937012,-0.9823673963546753,0.04600000008940697
12.880000114440918,-8.278614044189453,-0.9847853779792786,0.04600000008940697
12.890000343322754,-8.280601501464844,-0.9847853779792786,0.04600000008940697
12.899999618530273,-8.283087730407715,-0.9847853779792786,0.04600000008940697
12.90999984741211,-8.292359352111816,-0.9847853779792786,0.04600000008940697
12.920000076293945,-8.272529602050781,-0.9847853779792786,0.04600000008940697
12.930000305175781,-8.255786895751953,-0.9847853779792786,0.04600000008940697
12.9399995803833,-8.269221305847168,-0.9847853779792786,0.04600000008940697
12.949999809265137,-8.269442558288574,-0.9847853779792786,0.04600000008940697
12.960000038146973,-8.262914657592773,-0.9847853779792786,0.04600000008940697
12.970000267028809,-8.265179634094238,-0.9847853779792786,0.04600000008940697
12.979999542236328,-8.279279708862305,-0.9933281540870667,0.04600000008940697
12.989999771118164,-8.29150390625,-0.9933281540870667,0.04600000008940697
13,-8.312554359436035,-0.9847853779792786,0.04600000008940697
13.010000228881836,-8.325821876525879,-0.9910812377929688,0.04600000008940697
13.020000457763672,-8.330883979797363,-0.9933395981788635,0.04600000008940697
13.029999732971191,-8.33115005493164,-0.9955636262893677,0.04600000008940697
13.039999961853027,-8.331572532653809,-0.9847853779792786,0.04600000008940697
13.050000190734863,-8.334725379943848,-0.9847853779792786,0.04600000008940697
13.0600004196167,-8.351069450378418,-0.9933281540870667,0.04604601114988327
13.069999694824219,-8.347216606140137,-0.9847853779792786,0.046246808022260666
13.079999923706055,-8.33946704864502,-0.9911611080169678,0.04644760489463806
13.09000015258789,-8.329496383666992,-0.9933395385742188,0.04664840176701546
13.100000381469727,-8.334559440612793,-0.9954838156700134,0.04684919863939285
13.109999656677246,-8.325599670410156,-0.9997380971908569,0.04699999839067459
13.119999885559082,-8.305727005004883,-1.0018823146820068,0.04699999839067459
13.130000114440918,-8.28660774230957,-0.9954495429992676,0.04699999839067459
13.140000343322754,-8.28045654296875,-0.999772310256958,0.04699999839067459
13.149999618530273,-8.274149894714355,-0.9868839979171753,0.04699999839067459
13.15999984741211,-8.269997596740723,-0.999795138835907,0.04699999839067459
13.170000076293945,-8.267189025878906,-0.9954039454460144,0.04699999839067459
13.180000305175781,-8.261326789855957,-0.9847853779792786,0.04699999839067459
13.1899995803833,-8.267677307128906,-0.99128657579422,0.04699999839067459
13.199999809265137,-8.255908966064453,-1.0018823146820068,0.04699999839067459
13.210000038146973,-8.268221855163574,-1.0018823146820068,0.04699999839067459
13.220000267028809,-8.266889572143555,-0.986804187297821,0.04699999839067459
13.229999542236328,-8.2853422164917,-0.9847853779792786,0.04699999839067459
13.239999771118164,-8.281255722045898,-0.9847853779792786,0.04699999839067459
13.25,-8.270386695861816,-0.9847853779792786,0.04699999839067459
13.260000228881836,-8.286685943603516,-0.9847853779792786,0.04699999839067459
13.270000457763672,-8.27822494506836,-0.9913777709007263,0.04699999839067459
13.279999732971191,-8.289750099182129,-0.9867357611656189,0.04699999839067459
13.289999961853027,-8.264124870300293,-0.9933281540870667,0.04699999839067459
